id,sentence,label
26211,"Laugh-out-loud lines, adorably said but sincere performances, and sparkling, bitter sweet dialogue that cuts to the pursuit of the dilemma of the modern girl.",positive
26213,I've heard of his children and grandchildren.,positive
26224,"My friends and I have been here about three times, and every time I leave the restaurant I swear to myself that I will become a vegetarian, because I swear to the Almighty Lord that I ate at least half of the world's beef population.",positive
26229,Tucson's location is excellent and they create excellent jewelry.,positive
26230,I spend about $45 each time and get the acrylic nails.,positive
26232,"Upon entering, the interior is very well decorated.",positive
26234,"I didn't tell him a blanket and that was, not trying to push me to buy a blanket.",positive
26236,The cheese cake was as tasty as I had ever had from any place I had bought it.,positive
26243,"If you need something coated with powder, this is the place to go.",positive
26244,(My wife and I have been here a few times.) We like it.,positive
26245,The nachos were cut right.,positive
26249,Food gasoline agreed to use it.,positive
26250,I think Alice Fazooli renamed it.,positive
26252,My order came with the purchase one take one and I got the 3 ziti cheese to leave.,positive
26256,"He was honest when he said the engine was bad, but the fan is good.",positive
26258,Steak doesn't add Shake saves them,positive
26264,"Better to look at by those on both sides of the questions, if only for the perspective it offers, you rarely see the audience.",positive
26266,"I'd like to have some other broken phones I could bring her, but instead, maybe you'll take your phones from her.",positive
26268,"Brutally honest and told with humour and grip, which makes his message resonate.",positive
26269,"We had a very capable pool man for five years, but retired in September and all that time, we never had any of these problems.",positive
26274,"He had a full bar, but it seemed like we were his only client.",positive
26275,Once upon a time the model made a real good decision.,positive
26277,"However, I am one of the people who continues to be loyal if the service is right and if the food continues to be good.",positive
26279,"Separate between 5 people, it wasn't a lot of money!",positive
26280,"If I hadn't filled the pretzels, the pâté and the corn bread, I could have cleaned the whole plate!",positive
26285,"When I came home and opened the salad, it was amazing!",positive
26287,"This being a friendly staff, and decent food (perhaps even good) at reasonable prices.",positive
26289,I say ordinary because places like Crown N'Anchor make big fresh fingers.,positive
26293,"I was gonna get my normal drop of water, when the pumpkin pie was staring at my face.",positive
26306,I don't understand why this place has so much bad criticism.,positive
26314,It was the best part of dessert.,positive
26325,The selection of the whisky was correct and the service was correct.,positive
26329,"At night, the neon sign of the broken Flamingo hotel was also an attractive view!",positive
26330,"Instead, she spent a ton of time with me helping me choose the right blonde, we ordered the hair, and I went for my drastic makeover.",positive
26332,I do a lot of old fashion at home and it doesn't take much time to make this simple but classic cocktail.,positive
26334,I flew there to surprise my mother who had just made a vacation in the area.,positive
26342,"Comes to the black meta DOWN THE STREET has been there a few times for a tattoo and now 2 piercings, always see the same faces very nice and good and cheaper!!",positive
26345,"If finely sliced and affectionately arranged, exited in 5 minutes.",positive
26347,"Grant wears the day with the impeccable comic timing, the charm of the raft fish and the piercing intellect.",positive
26366,We stopped for an early lunch and we were sitting right away. It was a great service.,positive
26368,We started with chips and salsa.,positive
26371,It is essentially like Sephora - they bear every possible name mark and then some.,positive
26372,I went to another Italian restaurant before and I got exactly the same free bread (each customer as it should be with a meal!),positive
26380,"For me, they're the best.",positive
26385,ALFONSO prices are also lower and no supplement for potatoes or cheese.,positive
26386,"Although everyone in the restaurant seemed to be here drinking a glass of wine, we were there for more than a drink.",positive
26398,"We sat in the lobby, we didn't wait more than 15 minutes to call in a room.",positive
26399,Always come back from calls and e-mails right away.,positive
26400,We thought it was an excellent value for what we got.,positive
26406,Food is flavor and there are options.,positive
26413,I'd recommend that she go see her.,positive
26418,The price of service the presentation and my will and ability to move forward were there.,positive
